"journal_name","best_quartile","sjr_rank","sjr_index","h_index","citescore","country","oa","publisher"
"Child Neurology Open","UNRANKED","","","","","","",""
"Child Neuropsychol","UNRANKED","","","","","","",""
"Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence","UNRANKED","","","","","","",""
"Child Obes","UNRANKED","","","","","","",""
"Child psychiatry and human development","Q1","3050","1.140","69","4.90","United States","0",""
"Child Psychiatry Hum Dev","UNRANKED","","","","","","",""
"Child psychiatry hum. dev","UNRANKED","","","","","","",""
"Child Sch","UNRANKED","","","","","","",""
"Child Soc","UNRANKED","","","","","","",""
"Child welfare","UNRANKED","","","","","","",""
"Child Youth Care Forum","UNRANKED","","","","","","",""
"Child Youth Serv Rev","UNRANKED","","","","","","",""
"Child Youth Serv.","UNRANKED","","","","","","",""
"Child: Care, Health & Development","UNRANKED","","","","","","",""
"Child: care, health and development","Q1","4273","0.926","92","4.50","United Kingdom","0",""
"Child. Aust.","UNRANKED","","","","","","",""
"Child. dev","UNRANKED","","","","","","",""
"Child. obes. (Online)","UNRANKED","","","","","","",""
"Child. Youth Serv. Rev.","UNRANKED","","","","","","",""
"Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery","UNRANKED","","","","","","",""
"Child&#039;s Nervous System","UNRANKED","","","","","","",""
"Childhood","Q2","8300","0.550","69","2.90","United Kingdom","0",""
"Childhood and Philosophy","Q2","16002","0.153","3","0.30","Brazil","1","State Univ Rio De Janeiro"
"Childhood Education","UNRANKED","","","","","","",""
"Childhood obesity","Q1","5695","0.763","46","4.30","United States","0","Mary Ann Liebert"
"Childhood Vulnerability","UNRANKED","","","","","","",""
"Childhood Vulnerability Journal","UNRANKED","","","","","","",""
"Childhood-a Global Journal of Child Research","UNRANKED","","","","","","",""
"Children","UNRANKED","","","","","","",""
"Children (Basel, Switzerland)","UNRANKED","","","","","","",""
"Children (Basel)","UNRANKED","","","","","","",""
"Children & Libraries: The Journal of the Association for Library Service to Children","UNRANKED","","","","","","",""
"Children & Schools","UNRANKED","","","","","","",""
"Children & Society","UNRANKED","","","","","","",""
"Children &amp; Libraries","UNRANKED","","","","","","",""
"Children &amp; Libraries: The Journal of the Association for Library Service to Children","UNRANKED","","","","","","",""
"Children &amp; Youth Services Review","UNRANKED","","","","","","",""
"Children and youth services review","Q1","3952","0.974","107","5.00","United Kingdom","0","Pergamon-Elsevier Science Ltd"
"Children and Youth Services Review Vol 120 2021, ArtID 105764","UNRANKED","","","","","","",""
"Children Australia","Q3","14887","0.203","12","","United Kingdom","0",""
"Children Infections","UNRANKED","","","","","","",""
"Children-Basel","UNRANKED","","","","","","",""
"Children's Geographies","Q1","5460","0.788","61","4.40","United Kingdom","0",""
"Children's Health Care","Q3","13407","0.266","41","1.80","United States","0",""
"Children's health care : journal of the Association for the Care of Children's Health","UNRANKED","","","","","","",""
"Children&#039;s Geographies","UNRANKED","","","","","","",""
"Children&#039;s Literature Association Quarterly","UNRANKED","","","","","","",""
"Children&#039;s Literature in Education","UNRANKED","","","","","","",""
"Childrens Geographies","UNRANKED","","","","","","",""
"Childs Nerv Syst","UNRANKED","","","","","","",""
"Childs nerv. syst","UNRANKED","","","","","","",""
"Chilean Journal of Statistics","Q4","13909","0.244","3","1.10","Chile","0","Soc Chilena Estadistica-Soche"
"Chimia","Q3","12237","0.322","59","1.80","Switzerland","1","Swiss Chemical Soc"
"Chimia (Aarau)","UNRANKED","","","","","","",""
"Chimica Techno Acta","UNRANKED","","","","","","",""
"Chin","UNRANKED","","","","","","",""
"Chin Chem Lett","UNRANKED","","","","","","",""
"Chin Geogr Sci","UNRANKED","","","","","","",""
"Chin Herb Med","UNRANKED","","","","","","",""
"Chin J Acad Radiol","UNRANKED","","","","","","",""
"Chin J Aeronaut","UNRANKED","","","","","","",""
"Chin J Cancer Res","UNRANKED","","","","","","",""
"Chin J Chem","UNRANKED","","","","","","",""
"Chin J Chem Eng","UNRANKED","","","","","","",""
"Chin J Dent Res","UNRANKED","","","","","","",""
"Chin J Geochem","UNRANKED","","","","","","",""
"Chin J Integr Med","UNRANKED","","","","","","",""
"Chin J Mech Eng Engl Ed","UNRANKED","","","","","","",""
"Chin J Nat Med","UNRANKED","","","","","","",""
"Chin J Phys","UNRANKED","","","","","","",""
"Chin J Physiol","UNRANKED","","","","","","",""
"Chin J Polym Sci","UNRANKED","","","","","","",""
"Chin J Traumatol","UNRANKED","","","","","","",""
"Chin Med","UNRANKED","","","","","","",""
"Chin Med J (Engl)","UNRANKED","","","","","","",""
"Chin Med Sci J","UNRANKED","","","","","","",""
"Chin Neurosurg J","UNRANKED","","","","","","",""
"Chin Phys B","UNRANKED","","","","","","",""
"Chin Sci Bull","UNRANKED","","","","","","",""
"Chin. clin. oncol. (Online)","UNRANKED","","","","","","",""
"Chin. Econ.","UNRANKED","","","","","","",""
"Chin. Herbal Med.","UNRANKED","","","","","","",""
"Chin. J. Cancer Prev. Treat.","UNRANKED","","","","","","",""
"Chin. J. Evid.-Based Med.","UNRANKED","","","","","","",""
"Chin. j. integr. med","UNRANKED","","","","","","",""
"Chin. J. Intervent. Imaging Ther.","UNRANKED","","","","","","",""
"Chin. J. Med. Imaging Technol.","UNRANKED","","","","","","",""
"Chin. J. Microbiol. Immunol.","UNRANKED","","","","","","",""
"Chin. J. Neurol.","UNRANKED","","","","","","",""
"Chin. J. Pharm. Biotechnol.","UNRANKED","","","","","","",""
"Chin. J. Radiol.","UNRANKED","","","","","","",""
"Chin. j. traumatol","UNRANKED","","","","","","",""
"Chin. Lang. Discourse","UNRANKED","","","","","","",""
"Chin. Med","UNRANKED","","","","","","",""
"Chin. med. j","UNRANKED","","","","","","",""
"Chin. med. sci. j","UNRANKED","","","","","","",""
"Chin. Pharm. J. (China)","UNRANKED","","","","","","",""
"Chin. Phys. B","UNRANKED","","","","","","",""
"Chin. Sociol. Rev.","UNRANKED","","","","","","",""
"Chin. Trad. Herbal Drugs","UNRANKED","","","","","","",""
"China & the USA","UNRANKED","","","","","","",""
"China & World Economy","UNRANKED","","","","","","",""
"China &amp; World Economy","UNRANKED","","","","","","",""
"China Agricultural Economic Review","Q1","4120","0.947","33","7.90","United Kingdom","0","Emerald Group Publishing Ltd"
"China and World Economy","Q1","5265","0.807","35","3.80","United States","0",""
"China and Wto Review","UNRANKED","","","","","","",""
"China Cdc Weekly","UNRANKED","","","","","","",""
"China CDC Wkly","UNRANKED","","","","","","",""
"China City Planning Review","UNRANKED","","","","","","",""
"China Dairy Industry","UNRANKED","","","","","","",""
"China Econ Rev","UNRANKED","","","","","","",""
"China Economic Journal","Q1","7321","0.618","23","3.70","United Kingdom","0","Routledge Journals"
"China Economic Review","Q1","1749","1.603","92","9.00","Netherlands","0","Elsevier Science Inc"
"China Economist","UNRANKED","","","","","","",""
"China Finance Review International","Q1","1949","1.494","17","6.90","United Kingdom","0","Emerald Group Publishing Ltd"
"China Foundry","Q2","10868","0.396","21","2.10","Singapore","1","Springer Singapore Pte Ltd"
"China Geology","UNRANKED","","","","","","",""
"China Information","Q1","7068","0.638","29","2.40","United Kingdom","0","Sage Publications Inc"
"China Int Strategy Rev.","UNRANKED","","","","","","",""
"China International Strategy Review","UNRANKED","","","","","","",""
"China Journal","Q1","3071","1.136","54","4.50","Australia","0","Univ Chicago Press"
"China Journal of Social Work","UNRANKED","","","","","","",""
"China Nonprofit Review","Q4","16748","0.125","5","0.30","Netherlands","0","Tsinghua Univ Press"
"China Perspectives","Q1","12247","0.321","24","1.40","China","0","French Centre Research Contemporary China"
"China Pharmacy","UNRANKED","","","","","","",""
"China Political Economy","UNRANKED","","","","","","",""
"China Popul Dev Stud","UNRANKED","","","","","","",""
"China population and development studies","UNRANKED","","","","","","",""
"China Quarterly","Q1","5404","0.794","94","3.00","United Kingdom","0","Cambridge Univ Press"
"China Quarterly of International Strategic Studies","Q3","15697","0.167","10","0.90","Singapore","1","World Scientific Publ Co Pte Ltd"
"China Rep.","UNRANKED","","","","","","",""
"China Report","Q2","12756","0.296","16","1.20","India","0","Sage Publications India Pvt Ltd"
"China Review","Q1","7353","0.616","23","2.10","China","0",""
"China Review-an Interdisciplinary Journal on Greater China","UNRANKED","","","","","","",""
"China Rural Economy","UNRANKED","","","","","","",""
"China Tropical Medicine","UNRANKED","","","","","","",""
"China World Econ.","UNRANKED","","","","","","",""
"China-Asian Relations and International Law","UNRANKED","","","","","","",""
"China-EU Law J","UNRANKED","","","","","","",""
"China-EU Law Journal","UNRANKED","","","","","","",""
"China's Economic Rise","UNRANKED","","","","","","",""
"China's Publishing Industry","UNRANKED","","","","","","",""
"China’s Contemporary Image and Rhetoric Practice","UNRANKED","","","","","","",""
"China&#x02019;s Belt and Road Vision","UNRANKED","","","","","","",""
"China&#x02019;s Catholics in an Era of Transformation","UNRANKED","","","","","","",""
"China&#x02019;s Emergency Management","UNRANKED","","","","","","",""
"China&#x02019;s Impact on the African Renaissance","UNRANKED","","","","","","",""
"China&#x02019;s Local Entrepreneurial State and New Urban Spaces","UNRANKED","","","","","","",""
"China&#x02019;s Macroeconomic Outlook","UNRANKED","","","","","","",""
"China&#x02019;s Maritime Silk Road Initiative, Africa, and the Middle East","UNRANKED","","","","","","",""
"Chinese Automation Congress (CAC)","UNRANKED","","","","","","",""
"Chinese Chemical Letters","Q1","2199","1.389","71","11.80","Netherlands","0","Elsevier Science Inc"
"Chinese clinical oncology","Q2","8096","0.565","32","4.30","Hong Kong","1","Ame Publishing Company"
"Chinese Critical Care Medicine","UNRANKED","","","","","","",""
"Chinese Economic Development: Theories, Practices and Trends","UNRANKED","","","","","","",""
"Chinese Economy","Q1","7299","0.620","19","3.30","United States","0","Routledge Journals"
"Chinese Education and Society","UNRANKED","","","","","","",""
"Chinese General Practice","UNRANKED","","","","","","",""
"Chinese Geographical Science","Q1","5998","0.731","44","6.10","China","0","Springer"
"Chinese Herbal Medicines","UNRANKED","","","","","","",""
"Chinese Intelligent Systems Conference, CISC 2020","UNRANKED","","","","","","",""
"Chinese J. Clin. Pharmacol. Ther.","UNRANKED","","","","","","",""
"Chinese J. Lab. Med.","UNRANKED","","","","","","",""
"Chinese J. Urol.","UNRANKED","","","","","","",""
"Chinese journal of academic radiology","UNRANKED","","","","","","",""
"Chinese Journal of Analytical Chemistry","UNRANKED","","","","","","",""
"Chinese Journal of Anesthesiology","UNRANKED","","","","","","",""
"Chinese Journal of Applied Chemistry","UNRANKED","","","","","","",""
"Chinese Journal of Applied Clinical Pediatrics","UNRANKED","","","","","","",""
"Chinese Journal of Behavioral Medicine and Brain Science","UNRANKED","","","","","","",""
"Chinese Journal of Bioinformatics","UNRANKED","","","","","","",""
"Chinese Journal of Biologicals","UNRANKED","","","","","","",""
"Chinese Journal of Biotechnology","UNRANKED","","","","","","",""
"Chinese Journal of Burns","UNRANKED","","","","","","",""
"Chinese journal of cancer research = Chung-kuo yen cheng yen chiu","UNRANKED","","","","","","",""
"Chinese Journal of Cardiology","UNRANKED","","","","","","",""
"Chinese Journal of Chemical Engineering","Q2","6738","0.665","67","6.20","China","0","Chemical Industry Press Co Ltd"
"Chinese Journal of Chemistry","Q1","2583","1.262","51","7.50","United States","0","Wiley-V C H Verlag Gmbh"
"Chinese Journal of Clinical Healthcare","UNRANKED","","","","","","",""
"Chinese Journal of Clinical Infectious Diseases","UNRANKED","","","","","","",""
"Chinese Journal of Clinical Pharmacology and Therapeutics","UNRANKED","","","","","","",""
"Chinese Journal of Clinical Thoracic and Cardiovascular Surgery","UNRANKED","","","","","","",""
"Chinese Journal of Communication","Q1","2453","1.305","31","6.10","United Kingdom","0","Routledge Journals"
"Chinese Journal of Comparative Law","Q3","15018","0.198","9","1.10","United Kingdom","0","Oxford Univ Press"
"Chinese Journal of Contemporary Pediatrics","UNRANKED","","","","","","",""
"Chinese Journal of Dermatology","UNRANKED","","","","","","",""
"Chinese Journal of Digestion","UNRANKED","","","","","","",""
"Chinese Journal of Digestive Surgery","UNRANKED","","","","","","",""
"Chinese Journal of Disease Control and Prevention","UNRANKED","","","","","","",""
"Chinese Journal of Electronics","Q3","12548","0.307","30","2.60","United States","0","Wiley"
"Chinese Journal of Emergency Medicine","UNRANKED","","","","","","",""
"Chinese Journal of Endemiology","UNRANKED","","","","","","",""
"Chinese Journal of Endocrinology and Metabolism","UNRANKED","","","","","","",""
"Chinese Journal of Engineering Design","UNRANKED","","","","","","",""
"Chinese Journal of Environmental Engineering","UNRANKED","","","","","","",""
"Chinese Journal of Epidemiology","UNRANKED","","","","","","",""
"Chinese Journal of Evidence-Based Medicine","UNRANKED","","","","","","",""
"Chinese Journal of Experimental and Clinical Virology","UNRANKED","","","","","","",""
"Chinese Journal of Experimental Ophthalmology","UNRANKED","","","","","","",""
"Chinese Journal of Gastrointestinal Surgery","UNRANKED","","","","","","",""
"Chinese Journal of General Practitioners","UNRANKED","","","","","","",""
"Chinese Journal of General Surgery","UNRANKED","","","","","","",""
"Chinese Journal of Geriatrics","UNRANKED","","","","","","",""
"Chinese Journal of Hepatology","UNRANKED","","","","","","",""
"Chinese Journal of Hospital Administration","UNRANKED","","","","","","",""
"Chinese Journal of Hygienic Insecticides &amp; Equipments","UNRANKED","","","","","","",""
"Chinese Journal of Immunology","UNRANKED","","","","","","",""
"Chinese Journal of Infectious Diseases","UNRANKED","","","","","","",""
"Chinese Journal of Information on Traditional Chinese Medicine","UNRANKED","","","","","","",""
"Chinese Journal of Integrated Traditional and Western Medicine","UNRANKED","","","","","","",""
"Chinese Journal of Integrative Medicine","Q2","9339","0.483","41","5.30","China","0","Springer"
"Chinese Journal of International Law","Q3","16408","0.137","21","1.00","United Kingdom","0","Oxford Univ Press"
"Chinese Journal of International Politics","Q1","6154","0.716","35","4.10","United Kingdom","0","Oxford Univ Press"
"Chinese Journal of Laboratory Medicine","UNRANKED","","","","","","",""
"Chinese Journal of Mechanical Engineering","UNRANKED","","","","","","",""
"Chinese Journal of Mechanical Engineering = Ji xie gong cheng xue bao","UNRANKED","","","","","","",""
"Chinese Journal of Medical Science Research Management","UNRANKED","","","","","","",""
"Chinese Journal of Microbiology and Immunology (China)","UNRANKED","","","","","","",""
"Chinese journal of natural medicines","Q1","6636","0.673","46","6.80","China","0","Chinese Journal Natural Medicines"
"Chinese Journal of Neurology","UNRANKED","","","","","","",""
"Chinese Journal of New Drugs","UNRANKED","","","","","","",""
"Chinese Journal of Nosocomiology","UNRANKED","","","","","","",""
"Chinese Journal of Nuclear Medicine and Molecular Imaging","UNRANKED","","","","","","",""
"Chinese Journal of Obstetrics and Gynecology and Pediatrics","UNRANKED","","","","","","",""
"Chinese Journal of Oncology","UNRANKED","","","","","","",""
"Chinese Journal of Organ Transplantation","UNRANKED","","","","","","",""
"Chinese Journal of Organic Chemistry","Q3","11329","0.371","37","2.80","China","0","Science Press"
"Chinese Journal of Orthopaedic Trauma","UNRANKED","","","","","","",""
"Chinese Journal of Orthopaedics","UNRANKED","","","","","","",""
"Chinese Journal of Parasitology and Parasitic Diseases","UNRANKED","","","","","","",""
"Chinese Journal of Pediatrics","UNRANKED","","","","","","",""
"Chinese Journal of Perinatal Medicine","UNRANKED","","","","","","",""
"Chinese Journal of Pesticide Science","UNRANKED","","","","","","",""
"Chinese Journal of Pharmaceutical Biotechnology","UNRANKED","","","","","","",""
"Chinese Journal of Pharmacology and Toxicology","UNRANKED","","","","","","",""
"Chinese Journal of Physics","Q2","7017","0.643","54","6.80","Taiwan","1","Elsevier"
"Chinese Journal of Practical Nursing","UNRANKED","","","","","","",""
"Chinese Journal of Preventive Medicine","UNRANKED","","","","","","",""
"Chinese Journal of Psychiatry","UNRANKED","","","","","","",""
"Chinese Journal of Radiological Medicine and Protection","UNRANKED","","","","","","",""
"Chinese Journal of Radiology","UNRANKED","","","","","","",""
"Chinese Journal of Radiology (China)","UNRANKED","","","","","","",""
"Chinese Journal of Reproduction and Contraception","UNRANKED","","","","","","",""
"Chinese Journal of School Health","UNRANKED","","","","","","",""
"Chinese Journal of Surgery","UNRANKED","","","","","","",""
"Chinese Journal of Tissue Engineering Research","UNRANKED","","","","","","",""
"Chinese Journal of Trauma","UNRANKED","","","","","","",""
"Chinese Journal of Traumatology","UNRANKED","","","","","","",""
"Chinese Journal of Ultrasonography","UNRANKED","","","","","","",""
"Chinese Journal of Urban &amp; Environmental Studies","UNRANKED","","","","","","",""
"Chinese Journal of Urban and Environmental Studies","Q3","14397","0.223","5","1.30","United States","0","World Scientific Publ Co Pte Ltd"
"Chinese Journal of Urology","UNRANKED","","","","","","",""
"Chinese Journal of Viral Diseases","UNRANKED","","","","","","",""
"Chinese Journal of Virology","UNRANKED","","","","","","",""
"Chinese Journal of Zoonoses","UNRANKED","","","","","","",""
"Chinese Literature Today","UNRANKED","","","","","","",""
"Chinese Management Studies","Q2","9322","0.484","31","3.30","United Kingdom","0","Emerald Group Publishing Ltd"
"Chinese medical journal","Q2","6434","0.690","73","6.90","China","1","Lippincott Williams & Wilkins"
"Chinese Medical Sciences Journal","UNRANKED","","","","","","",""
"Chinese medicine","Q1","5803","0.751","51","6.90","United Kingdom","1","Bmc"
"Chinese Medicine and Culture","UNRANKED","","","","","","",""
"Chinese Mental Health Journal","UNRANKED","","","","","","",""
"Chinese National Identity in the Age of Globalisation","UNRANKED","","","","","","",""
"Chinese neurosurgical journal","UNRANKED","","","","","","",""
"Chinese Nursing Research","UNRANKED","","","","","","",""
"Chinese Pediatric Emergency Medicine","UNRANKED","","","","","","",""
"Chinese Pharmaceutical Journal","UNRANKED","","","","","","",""
"Chinese Pharmacological Bulletin","UNRANKED","","","","","","",""
"Chinese Physics B","Q3","11914","0.340","61","2.60","United Kingdom","0","Iop Publishing Ltd"
"Chinese Physics Letters","Q1","5183","0.816","72","4.80","United Kingdom","0","Iop Publishing Ltd"
"Chinese Political Science Review","Q1","4042","0.961","13","3.20","Singapore","0","Springer Singapore Pte Ltd"
"Chinese Public Administration Review","UNRANKED","","","","","","",""
"Chinese Science Bulletin","UNRANKED","","","","","","",""
"Chinese Science Bulletin = Kexue Tongbao","UNRANKED","","","","","","",""
"Chinese Science Bulletin-Chinese","UNRANKED","","","","","","",""
"Chinese Science Education in the 21st Century: Policy, Practice, and Research","UNRANKED","","","","","","",""
"Chinese Sociological Review","Q1","3173","1.117","25","5.20","United States","0","Routledge Journals"
"Chinese Traditional and Herbal Drugs","UNRANKED","","","","","","",""
"Chinesische Med.","UNRANKED","","","","","","",""
"Chinesische Medizin","UNRANKED","","","","","","",""
"Chinesische Medizin / Chinese Medicine","UNRANKED","","","","","","",""
"Chirality","Q3","11146","0.382","81","3.70","United States","0","Wiley"
"Chiropr Man Therap","UNRANKED","","","","","","",""
"Chiropractic & manual therapies","UNRANKED","","","","","","",""
"Chiropractic & osteopathy","UNRANKED","","","","","","",""
"Chiropt. neotrop.","UNRANKED","","","","","","",""
"Chirurg","Q3","14890","0.203","49","","Germany","0",""
"Chirurgia","UNRANKED","","","","","","",""
"Chirurgia (Bucur)","UNRANKED","","","","","","",""
"Chirurgia (Turin)","UNRANKED","","","","","","",""
"Chirurgie","UNRANKED","","","","","","",""
"Chirurgie in 5 Tagen","UNRANKED","","","","","","",""
"Chirurgische Intensivmedizin","UNRANKED","","","","","","",""
"CHLORINE DIOXIDE AND CHLORINE DERIVATIVES FOR THE PREVENTION OR TREATMENT OF COVID-19: A SYSTEMATIC REVIEW.","UNRANKED","","","","","","",""
"Chloroquine and its derivatives in management of COVID-19: a scoping review","UNRANKED","","","","","","",""
"Choices. The Magazine of Food, Farm, and Resources Issues","UNRANKED","","","","","","",""
"Cholesterol Binding and Cholesterol Transport Proteins:","UNRANKED","","","","","","",""
"Chongqing Medicine","UNRANKED","","","","","","",""
"Chonnam Med J","UNRANKED","","","","","","",""
"Chonnam medical journal","UNRANKED","","","","","","",""
"Choonpa Igaku","UNRANKED","","","","","","",""
"Choral Journal","UNRANKED","","","","","","",""
"Choreographic Practices","Q4","17689","0.101","5","0.40","United Kingdom","0","Intellect Ltd"
"Choreographing the Airport","UNRANKED","","","","","","",""
"Christ Bioeth","UNRANKED","","","","","","",""
"Christ University Law Journal","UNRANKED","","","","","","",""
"Christ. Educ. J.","UNRANKED","","","","","","",""
"Christian Bioethics","Q1","15270","0.186","11","1.20","United Kingdom","0","Oxford Univ Press"
"Christian Education Journal","UNRANKED","","","","","","",""
"Christian Higher Education","Q1","14001","0.239","16","1.20","United Kingdom","0","Taylor & Francis Ltd"
"Christian Journal for Global Health","UNRANKED","","","","","","",""
"Chromatin and Disease","UNRANKED","","","","","","",""
"Chromatographia","Q3","11709","0.350","71","4.00","Germany","0","Springer Heidelberg"
"Chromatographic Fingerprint Analysis of Herbal Medicines","UNRANKED","","","","","","",""
"Chromosoma","Q2","4710","0.870","90","5.80","Germany","0","Springer"
"Chromosomal Alterations","UNRANKED","","","","","","",""
"Chromosome Res","UNRANKED","","","","","","",""
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology","UNRANKED","","","","","","",""
"Chromosome Structure and Aberrations","UNRANKED","","","","","","",""
"Chron Respir Dis","UNRANKED","","","","","","",""
"Chronic Dis Transl Med","UNRANKED","","","","","","",""
"Chronic Dis. Transl. Med.","UNRANKED","","","","","","",""
"Chronic Diseases and Injuries in Canada","UNRANKED","","","","","","",""
"Chronic diseases and translational medicine","UNRANKED","","","","","","",""
"Chronic Diseases Journal","UNRANKED","","","","","","",""
"Chronic Illn","UNRANKED","","","","","","",""
"Chronic Illness","Q2","7831","0.583","46","3.20","United Kingdom","0","Sage Publications Ltd"
"Chronic Illness Care","UNRANKED","","","","","","",""
"Chronic Kidney Disease, Dialysis, & Transplantation","UNRANKED","","","","","","",""
"Chronic Kidney Disease, Dialysis, and Transplantation","UNRANKED","","","","","","",""
"Chronic Obstr Pulm Dis","UNRANKED","","","","","","",""
"Chronic Obstr. Pulm. Dis.","UNRANKED","","","","","","",""
"Chronic Obstructive Pulmonary Disease","UNRANKED","","","","","","",""
"Chronic obstructive pulmonary diseases","Q1","3269","1.097","18","4.50","United States","0",""
"Chronic respiratory disease","Q1","3072","1.136","46","4.80","United Kingdom","1","Sage Publications Ltd"
"Chronic Stress","UNRANKED","","","","","","",""
"Chronic Stress (Thousand Oaks)","UNRANKED","","","","","","",""
"Chronic Viral and Inflammatory Cardiomyopathy","UNRANKED","","","","","","",""
"Chronobiol Int","UNRANKED","","","","","","",""
"Chronobiology in Medicine","UNRANKED","","","","","","",""
"Chronobiology International","Q2","5000","0.838","113","5.70","United Kingdom","0","Taylor & Francis Inc"
"Chung Hua Kan Tsang Ping Tsa Chih","UNRANKED","","","","","","",""
"Chung-Hua Hsueh Yeh Hsueh Tsa Chih: Chinese Journal of Hematology","UNRANKED","","","","","","",""
"Chung-Hua i Hsueh Tsa Chih [Chinese Medical Journal]","UNRANKED","","","","","","",""
"Chung-Hua Kou Chiang i Hsueh Tsa Chih Chinese Journal of Stomatology","UNRANKED","","","","","","",""
"Chung-Hua Liu Hsing Ping Hsueh Tsa Chih Chinese Journal of Epidemiology","UNRANKED","","","","","","",""
"Chung-Hua Wai Ko Tsa Chih [Chinese Journal of Surgery]","UNRANKED","","","","","","",""
"Chung-Hua Yen Ko Tsa Chih [Chinese Journal of Ophthalmology]","UNRANKED","","","","","","",""
"Chung-Hua Yu Fang i Hsueh Tsa Chih [Chinese Journal of Preventive Medicine]","UNRANKED","","","","","","",""
"Church, Communication and Culture","UNRANKED","","","","","","",""
"Chuzhdoezikovo Obuchenie-Foreign Language Teaching","UNRANKED","","","","","","",""
"Ci Ji Yi Xue Za Zhi","UNRANKED","","","","","","",""
"Ci ji yi xue za zhi = Tzu-chi medical journal","UNRANKED","","","","","","",""
"Ci. Anim. bras.","UNRANKED","","","","","","",""
"Ci. Rural","UNRANKED","","","","","","",""
"Ci. Vet. Tróp.","UNRANKED","","","","","","",""
"CiÃªnc. anim. bras. (Impr.)","UNRANKED","","","","","","",""
"Ciba Foundation symposium","UNRANKED","","","","","","",""
"Cien Saude Colet","UNRANKED","","","","","","",""
"Cienc. act. fís. (Talca, En línea)","UNRANKED","","","","","","",""
"Ciênc. cuid. saúde","UNRANKED","","","","","","",""
"Cienc. enferm","UNRANKED","","","","","","",""
"Ciênc. rural (Online)","UNRANKED","","","","","","",""
"Ciênc. Saúde Colet","UNRANKED","","","","","","",""
"Cienc. Saude Coletiva","UNRANKED","","","","","","",""
"Ciênc. vet. tróp","UNRANKED","","","","","","",""
"Ciencia & saude coletiva","UNRANKED","","","","","","",""
"Ciencia &amp; Saude Coletiva","UNRANKED","","","","","","",""
"Ciencia E Ingenieria","UNRANKED","","","","","","",""
"Ciencia Política","UNRANKED","","","","","","",""
"Ciencia Unemi","UNRANKED","","","","","","",""
"Ciencia y Enfermeria","UNRANKED","","","","","","",""
"Ciencia y Salud","UNRANKED","","","","","","",""
"Ciencias administrativas","UNRANKED","","","","","","",""
"Ciencias Psicologicas","UNRANKED","","","","","","",""
"CienciaUAT","UNRANKED","","","","","","",""
"Cilia","UNRANKED","","","","","","",""
"Cimexus","UNRANKED","","","","","","",""
"Cinej Cinema Journal","UNRANKED","","","","","","",""
"Cinta de moebio","Q3","16644","0.129","6","0.70","Chile","1","Univ Chile"
"Ciottone's Disaster Medicine","UNRANKED","","","","","","",""
"Cir Cir","UNRANKED","","","","","","",""
"Cir Esp","UNRANKED","","","","","","",""
"Cir Esp (Engl Ed)","UNRANKED","","","","","","",""
"Cir Pediatr","UNRANKED","","","","","","",""
"Cir. & cir","UNRANKED","","","","","","",""
"Cir. &amp; cir","UNRANKED","","","","","","",""
"Cir. Cardiovasc.","UNRANKED","","","","","","",""
"Cir. Esp. (Ed. impr.)","UNRANKED","","","","","","",""
"Cir. j","UNRANKED","","","","","","",""
"Circ Arrhythm Electrophysiol","UNRANKED","","","","","","",""
"Circ Cardiovasc Imaging","UNRANKED","","","","","","",""
"Circ Cardiovasc Interv","UNRANKED","","","","","","",""
"Circ Cardiovasc Qual Outcomes","UNRANKED","","","","","","",""
"Circ Econ Sustain","UNRANKED","","","","","","",""
"Circ Genom Precis Med","UNRANKED","","","","","","",""
"Circ Heart Fail","UNRANKED","","","","","","",""
"Circ J","UNRANKED","","","","","","",""
"Circ Rep","UNRANKED","","","","","","",""
"Circ Res","UNRANKED","","","","","","",""
"Circ. Arrhythm. electrophysiol. (Online)","UNRANKED","","","","","","",""
"Circ. Cardiovasc. imaging (Online)","UNRANKED","","","","","","",""
"Circ. res","UNRANKED","","","","","","",""
"Circ., Cardiovasc. qual. outcomes (Online)","UNRANKED","","","","","","",""
"Circ.Econ.Sust.","UNRANKED","","","","","","",""
"Circuits Syst Signal Process","UNRANKED","","","","","","",""
"Circular economy and sustainability","UNRANKED","","","","","","",""
"Circulation","Q1","110","7.800","654","42.10","United States","0","Lippincott Williams & Wilkins"
"Circulation Journal","Q1","3544","1.044","119","5.90","Japan","1","Japanese Circulation Soc"
"Circulation journal : official journal of the Japanese Circulation Society","UNRANKED","","","","","","",""
"Circulation Reports","UNRANKED","","","","","","",""
"Circulation research","Q1","282","4.531","369","24.00","United States","0","Lippincott Williams & Wilkins"
"Circulation: Cardiovascular Quality and Outcomes","Q1","778","2.538","103","","United States","0",""
"Circulation. Arrhythmia and electrophysiology","UNRANKED","","","","","","",""
"Circulation. Cardiovascular imaging","UNRANKED","","","","","","",""
"Circulation. Cardiovascular interventions","UNRANKED","","","","","","",""
"Circulation. Cardiovascular quality and outcomes","UNRANKED","","","","","","",""
"Circulation. Genomic and precision medicine","Q1","573","2.966","92","8.70","United States","0",""
"Circulation. Heart failure","UNRANKED","","","","","","",""
"CIRIEC - Espana","UNRANKED","","","","","","",""
"Cirugi´a Cardiovascular","UNRANKED","","","","","","",""
